Name,Year,Selling_Price,KM_Driven,Fuel,Seller_Type,Transmission,Owner
Mahindra,2012,580000,70000,Diesel,Individual,Manual,First Owner
Daewoo,2002,60000,50000,Petrol,Individual,Manual,First Owner
Toyota,2012,300000,185000,Diesel,Individual,Manual,First Owner
Ford,2014,200000,90000,Diesel,Individual,Manual,Second Owner
Tata,2017,1200000,16400,Diesel,Individual,Manual,First Owner
Toyota,2015,350000,80000,Diesel,Individual,Manual,Second Owner
Mahindra,2012,600000,80000,Diesel,Individual,Manual,Second Owner
Honda,2019,650000,4000,Petrol,Individual,Manual,First Owner
Maruti,2008,120000,40000,Petrol,Individual,Manual,First Owner
Tata,2010,180000,120000,Diesel,Individual,Manual,Second Owner
Hyundai,2018,950000,41395,Petrol,Individual,Automatic,First Owner
Tata,2012,250999,35000,Diesel,Individual,Manual,Second Owner
Skoda,2012,385000,52000,Diesel,Dealer,Manual,First Owner
Audi,2009,1250000,47000,Diesel,Dealer,Automatic,Second Owner
Chevrolet,2013,165000,50000,Petrol,Individual,Manual,First Owner
Hyundai,2015,700000,48000,Petrol,Dealer,Manual,First Owner
Mahindra,2015,750000,53000,Diesel,Dealer,Manual,First Owner
Mahindra,2008,89999,213000,Diesel,Individual,Manual,First Owner
Datsun,2018,290000,15000,Petrol,Dealer,Automatic,First Owner
Tata,2014,45000,7000,Petrol,Individual,Manual,Second Owner
Skoda,2013,675000,88000,Diesel,Dealer,Automatic,First Owner
Nissan,2015,530000,55000,Diesel,Dealer,Manual,First Owner
BMW,2014,1485000,48000,Diesel,Dealer,Automatic,First Owner
Chevrolet,2014,325000,71014,Diesel,Dealer,Manual,First Owner
Honda,2015,400000,60000,Diesel,Dealer,Manual,First Owner
Mahindra,2017,380000,71000,Diesel,Dealer,Manual,First Owner
Honda,2016,750000,45000,Petrol,Dealer,Automatic,First Owner
Honda,2017,390000,45000,Petrol,Dealer,Manual,First Owner
Maruti,2009,110000,20000,Petrol,Individual,Manual,First Owner
MG,2019,1825000,14000,Diesel,Dealer,Manual,First Owner
Audi,2019,3256000,17000,Diesel,Dealer,Automatic,First Owner
Renault,2015,370000,60000,Diesel,Dealer,Manual,First Owner
Chevrolet,2013,210000,80000,Diesel,Individual,Manual,Second Owner
Skoda,2007,175000,181000,Diesel,Individual,Manual,Fourth & Above Owner
Hyundai,2012,575000,89550,Diesel,Individual,Manual,Second Owner
Mahindra,2010,320000,90000,Diesel,Individual,Manual,Third Owner
Maruti,2010,280000,149500,Diesel,Individual,Manual,Third Owner
Renault,2013,500000,190000,Diesel,Individual,Manual,Second Owner
Ford,2013,380000,83000,Diesel,Dealer,Manual,First Owner
Maruti,2005,120000,20000,Petrol,Individual,Manual,Second Owner
Maruti,2018,395000,20000,Petrol,Individual,Manual,First Owner
Skoda,2010,360000,160000,Diesel,Individual,Manual,First Owner
Nissan,2015,451000,100000,Diesel,Individual,Manual,First Owner
Chevrolet,2010,175000,45000,Petrol,Individual,Manual,Second Owner
Chevrolet,2009,170000,44800,Petrol,Individual,Manual,Second Owner
Hyundai,2006,100000,40000,Petrol,Individual,Manual,Second Owner
Maruti,2014,150000,120000,Petrol,Individual,Manual,Third Owner
Tata,2011,149000,10000,Diesel,Individual,Manual,Second Owner
Tata,2011,160000,80000,Diesel,Individual,Manual,Second Owner
Datsun,2018,434999,10000,Petrol,Individual,Manual,First Owner
Mahindra,2014,800000,156000,Diesel,Individual,Manual,First Owner
Toyota,2010,819999,120000,Diesel,Individual,Manual,Second Owner
Maruti,2007,163000,100000,Petrol,Individual,Manual,Second Owner
Mercedes-Benz,2001,350000,100000,Diesel,Individual,Manual,Second Owner
Tata,2006,75000,100000,Petrol,Individual,Manual,Second Owner
Maruti,2012,180000,60000,Petrol,Individual,Manual,Second Owner
Ford,2017,675000,30000,Diesel,Individual,Manual,First Owner
Maruti,2013,400000,170000,Diesel,Individual,Manual,First Owner
Volkswagen,2013,434999,100000,Diesel,Individual,Manual,Second Owner
Tata,2006,100000,110000,Petrol,Individual,Manual,Second Owner
Maruti,2015,419000,170000,Diesel,Individual,Manual,Second Owner
Tata,2009,200000,100000,Petrol,Individual,Manual,First Owner
Renault,2014,400000,35000,Diesel,Individual,Manual,First Owner
Ford,2018,790000,40000,Diesel,Individual,Manual,Second Owner
Renault,2015,500000,90000,Diesel,Individual,Manual,Second Owner
Skoda,2012,275000,120000,Diesel,Individual,Manual,Second Owner
Hyundai,2012,450000,120000,Diesel,Individual,Manual,Second Owner
Mahindra,2020,1400000,25000,Diesel,Dealer,Manual,First Owner
Renault,2015,800000,15000,Diesel,Individual,Manual,First Owner
Maruti,2014,315000,41000,Petrol,Dealer,Manual,First Owner
Maruti,2019,700000,16000,Petrol,Individual,Manual,First Owner
Mahindra,2016,585000,51000,Diesel,Dealer,Manual,First Owner
Chevrolet,2014,350000,30000,Petrol,Individual,Manual,First Owner
Honda,2014,495000,80000,Diesel,Dealer,Manual,First Owner
Hyundai,2017,500000,50000,Petrol,Individual,Manual,First Owner
Hyundai,2013,345000,44000,Petrol,Dealer,Manual,First Owner
Maruti,2015,500000,10000,Petrol,Individual,Manual,First Owner
Maruti,2016,360000,33000,Petrol,Dealer,Manual,First Owner
Maruti,2010,210000,25000,Petrol,Individual,Manual,First Owner
Maruti,2014,220000,66000,Petrol,Dealer,Manual,First Owner
Chevrolet,2009,250000,48000,Petrol,Individual,Manual,First Owner
Toyota,2016,990000,146000,Diesel,Dealer,Manual,First Owner
Mahindra,2013,220000,100000,Diesel,Individual,Manual,Fourth & Above Owner
Jaguar,2012,1800000,50000,Diesel,Individual,Automatic,Second Owner
Honda,2014,530000,50000,Petrol,Individual,Manual,First Owner
Maruti,2016,575000,50000,Diesel,Individual,Manual,First Owner
Mahindra,2012,400000,99000,Diesel,Dealer,Manual,First Owner
Honda,2016,680000,50000,Diesel,Individual,Manual,First Owner
Hyundai,2014,1000000,80000,Diesel,Individual,Automatic,First Owner
Maruti,2016,260000,45000,Petrol,Individual,Manual,Second Owner
Tata,2010,150000,50000,Petrol,Individual,Manual,Second Owner
Maruti,2008,180000,70000,Petrol,Individual,Manual,Third Owner
Force,2014,346000,37516,Diesel,Individual,Manual,First Owner
Mahindra,2015,450000,20000,Diesel,Individual,Manual,First Owner
Hyundai,2019,500000,5000,Petrol,Individual,Manual,First Owner
Hyundai,2019,700000,8000,Diesel,Individual,Manual,First Owner
Maruti,2019,280000,25880,Petrol,Individual,Manual,First Owner
Hyundai,2019,475000,10000,Petrol,Individual,Automatic,First Owner
Maruti,2009,300000,50000,Diesel,Individual,Manual,First Owner
Maruti,2014,200999,40000,Petrol,Individual,Manual,First Owner
Skoda,2009,200000,100000,Diesel,Individual,Manual,Third Owner
Chevrolet,2009,210000,80000,Petrol,Individual,Manual,Second Owner
Tata,2012,160000,110000,Diesel,Individual,Manual,First Owner
Hyundai,2009,175000,136000,Diesel,Individual,Manual,Second Owner
Tata,2012,320000,80000,Diesel,Individual,Manual,First Owner
Maruti,2009,110000,50000,Petrol,Individual,Manual,Second Owner
Maruti,2008,300000,30000,Petrol,Individual,Manual,First Owner
Honda,2012,700000,10000,Petrol,Individual,Manual,First Owner
Tata,2009,135000,90000,Diesel,Individual,Manual,Fourth & Above Owner
Mahindra,2015,500000,110000,Diesel,Individual,Manual,First Owner
Mahindra,2012,550000,120000,Diesel,Individual,Manual,Second Owner
Toyota,2014,1050000,90000,Diesel,Individual,Manual,Third Owner
Honda,2016,500000,20000,Petrol,Individual,Manual,First Owner
Maruti,2011,180000,90000,Diesel,Individual,Manual,Second Owner
Hyundai,2010,170000,50000,Petrol,Individual,Manual,Second Owner
Honda,2019,484999,9000,Petrol,Individual,Manual,First Owner
Maruti,2011,150000,70000,Petrol,Individual,Manual,Second Owner
Maruti,2018,380000,25000,Petrol,Individual,Manual,First Owner
Hyundai,2019,480000,10000,Petrol,Individual,Manual,First Owner
Tata,2009,135000,90000,Diesel,Individual,Manual,Fourth & Above Owner
Volkswagen,2011,290000,60000,Diesel,Individual,Manual,Second Owner
Fiat,2013,350000,70000,Petrol,Individual,Manual,First Owner
Maruti,2014,110000,25000,Petrol,Individual,Manual,First Owner
Hyundai,2003,70000,80000,Petrol,Individual,Manual,Third Owner
Volkswagen,2011,300000,70000,Petrol,Individual,Automatic,Third Owner
Maruti,2017,180000,60000,Petrol,Individual,Manual,First Owner
Renault,2020,300000,20000,Petrol,Individual,Manual,First Owner
Maruti,2017,509000,60000,Petrol,Individual,Manual,First Owner
Maruti,2016,650000,80000,Diesel,Individual,Manual,First Owner
Maruti,2015,450000,70000,Diesel,Individual,Manual,Third Owner
Mahindra,1999,170000,2020,Diesel,Individual,Manual,Second Owner
Mahindra,2007,210000,100000,Diesel,Individual,Manual,Second Owner
Hyundai,2013,360000,80000,Diesel,Individual,Manual,Second Owner
Toyota,2011,495000,120000,Diesel,Individual,Manual,Second Owner
Maruti,2006,105000,100000,Petrol,Individual,Manual,Third Owner
Hyundai,2010,270000,60000,Petrol,Individual,Manual,Third Owner
Ford,2010,130000,110000,Petrol,Individual,Manual,First Owner
Honda,2014,700000,90000,Diesel,Individual,Manual,Second Owner
Chevrolet,2012,400000,40000,Diesel,Individual,Manual,First Owner
Maruti,2009,250000,60000,Petrol,Individual,Manual,Second Owner
Honda,2013,325000,94000,Diesel,Individual,Manual,Second Owner
Maruti,2008,69000,100000,Petrol,Individual,Manual,First Owner
Mahindra,2018,1380000,25000,Diesel,Individual,Manual,First Owner
Maruti,2007,90000,90000,Petrol,Individual,Manual,First Owner
Mahindra,2016,1000000,40000,Diesel,Individual,Manual,First Owner
Hyundai,2010,145000,90000,CNG,Individual,Manual,Second Owner
Maruti,2020,250000,1100,Petrol,Individual,Manual,Fourth & Above Owner
Maruti,2011,256000,70000,Diesel,Individual,Manual,Third Owner
Tata,2005,70000,120000,Diesel,Individual,Manual,First Owner
Maruti,2000,50000,88500,Petrol,Individual,Manual,Fourth & Above Owner
Renault,2016,240000,70000,Petrol,Individual,Manual,Second Owner
Tata,2010,97000,128000,Petrol,Individual,Manual,First Owner
Tata,2012,130000,120000,Diesel,Individual,Manual,First Owner
Maruti,2009,199000,52536,Petrol,Individual,Manual,First Owner
Honda,2006,125000,70000,Petrol,Individual,Automatic,First Owner
Hyundai,2015,420000,60000,Diesel,Individual,Manual,First Owner
Mahindra,2016,525000,110000,Diesel,Individual,Manual,First Owner
Hyundai,2008,125000,85000,Petrol,Individual,Manual,First Owner
Hyundai,2010,325000,135000,Diesel,Individual,Manual,First Owner
Volkswagen,2012,330000,86000,Diesel,Individual,Manual,Fourth & Above Owner
Maruti,2010,110000,50000,Petrol,Individual,Manual,First Owner
Maruti,2019,450000,1950,Petrol,Individual,Manual,First Owner
Maruti,2005,85000,118400,Petrol,Individual,Manual,First Owner
Honda,2007,229999,70000,Petrol,Individual,Manual,Second Owner
Hyundai,2012,250000,60000,Petrol,Individual,Manual,Second Owner
Ford,2015,650000,68000,Diesel,Individual,Manual,First Owner
Maruti,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner
Toyota,2017,650000,6480,Petrol,Trustmark Dealer,Manual,First Owner
Maruti,2017,750000,32077,Diesel,Trustmark Dealer,Manual,First Owner
Toyota,2018,850000,19107,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai,2017,315000,18469,Petrol,Trustmark Dealer,Manual,First Owner
Maruti,2015,415000,28217,Petrol,Trustmark Dealer,Manual,First Owner
Maruti,2016,640000,72787,Diesel,Trustmark Dealer,Manual,First Owner
Maruti,2017,780000,31063,Petrol,Trustmark Dealer,Manual,First Owner
Toyota,2017,2595000,79641,Diesel,Trustmark Dealer,Automatic,First Owner
Hyundai,2015,850000,58692,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai,2015,900000,54784,Diesel,Trustmark Dealer,Manual,First Owner
Toyota,2016,1150000,64156,Petrol,Trustmark Dealer,Manual,First Owner
Maruti,2007,75000,54000,Petrol,Individual,Manual,First Owner
Volkswagen,2012,215000,97000,Diesel,Individual,Manual,First Owner
Maruti,2009,130000,120000,Petrol,Individual,Automatic,Second Owner
Hyundai,2019,400000,16000,Petrol,Individual,Automatic,First Owner
Maruti,2019,550000,60000,Petrol,Individual,Automatic,First Owner
Chevrolet,2016,245000,52000,Petrol,Dealer,Manual,First Owner
Maruti,2010,320000,110000,Diesel,Individual,Manual,Fourth & Above Owner
Mahindra,2016,730000,60000,Diesel,Individual,Automatic,Second Owner
Ford,2005,120000,100000,Petrol,Individual,Manual,Third Owner
Honda,2017,950000,35000,Petrol,Individual,Manual,First Owner
Maruti,2017,350000,48000,Petrol,Individual,Manual,Third Owner
Maruti,2005,100000,20000,Petrol,Individual,Manual,Second Owner
Maruti,2017,350000,30000,Petrol,Individual,Manual,First Owner
Maruti,2005,80000,40000,Petrol,Individual,Manual,Second Owner
Hyundai,2013,370000,60000,Petrol,Individual,Manual,First Owner
Hyundai,2012,160000,70000,Petrol,Individual,Manual,Second Owner
Tata,2009,130000,120000,Diesel,Individual,Manual,First Owner
Chevrolet,2016,250000,30000,Petrol,Individual,Manual,First Owner
Tata,2012,270000,80000,Diesel,Individual,Manual,Second Owner
BMW,2019,2600000,9500,Diesel,Individual,Automatic,First Owner
Hyundai,2013,160000,80000,Petrol,Individual,Manual,First Owner
Hyundai,2016,229999,80000,Petrol,Individual,Manual,First Owner
Mahindra,2017,750000,29000,Diesel,Individual,Manual,First Owner
Chevrolet,2011,195000,120000,Diesel,Individual,Manual,First Owner
Toyota,2015,320000,60000,Petrol,Individual,Manual,First Owner
Mahindra,2018,1100000,20000,Diesel,Individual,Manual,First Owner
Datsun,2016,270000,22000,Petrol,Individual,Manual,First Owner
Skoda,2012,300000,50000,Petrol,Individual,Manual,First Owner
Chevrolet,2012,200000,50000,Diesel,Individual,Manual,First Owner
Maruti,2007,120000,81366,Petrol,Individual,Manual,First Owner
Maruti,2006,95000,110000,Petrol,Individual,Manual,First Owner
Volkswagen,2013,400000,100000,Petrol,Individual,Manual,First Owner
Toyota,2006,229999,300000,Diesel,Individual,Manual,First Owner
Mahindra,2016,430000,20000,Diesel,Individual,Manual,First Owner
Renault,2012,300000,90000,Diesel,Individual,Manual,First Owner
Fiat,2013,350000,70000,Petrol,Individual,Manual,First Owner
Renault,2013,450000,120000,Diesel,Individual,Manual,First Owner
Renault,2016,200000,53000,Petrol,Individual,Manual,Second Owner
Maruti,2017,250000,30000,Petrol,Individual,Manual,First Owner
Maruti,2012,368000,90000,Petrol,Individual,Manual,Second Owner
Maruti,2012,368000,90000,Petrol,Individual,Manual,Second Owner
Toyota,2014,650000,244000,Diesel,Individual,Manual,First Owner
Mahindra,1997,150000,120000,Diesel,Individual,Manual,Third Owner
Maruti,2012,180000,60000,LPG,Individual,Manual,First Owner
Hyundai,2017,525000,15000,Petrol,Individual,Manual,First Owner
Ford,2005,350000,150000,Diesel,Individual,Manual,Second Owner
Mahindra,2018,850000,30000,Diesel,Individual,Manual,Second Owner
Volkswagen,2011,350000,312000,Diesel,Individual,Manual,Third Owner
Maruti,2007,75000,54000,Petrol,Individual,Manual,First Owner
Maruti,2005,160000,67000,Petrol,Individual,Manual,First Owner
Maruti,2017,500000,40000,Diesel,Individual,Manual,First Owner
Hyundai,2008,130000,100000,Petrol,Individual,Manual,First Owner
Tata,2015,350000,100000,Diesel,Individual,Manual,Second Owner
Maruti,2005,70000,80000,Petrol,Individual,Manual,First Owner
Toyota,2014,750000,145000,Diesel,Individual,Manual,Second Owner
Honda,2013,450000,53000,Diesel,Individual,Manual,First Owner
Maruti,2015,430000,73000,Diesel,Individual,Manual,Third Owner
Maruti,2011,260000,90000,Diesel,Individual,Manual,Third Owner
Maruti,2013,370000,80000,Diesel,Individual,Manual,Third Owner
Chevrolet,2011,229999,100000,CNG,Individual,Manual,First Owner
Ford,2011,140000,90000,Diesel,Individual,Manual,Third Owner
Toyota,2013,700000,200000,Diesel,Individual,Manual,First Owner
Hyundai,2020,545000,7300,Petrol,Individual,Manual,First Owner
Datsun,2017,200000,30000,Petrol,Individual,Manual,First Owner
Tata,2015,500000,120000,Diesel,Individual,Manual,First Owner
Maruti,2008,70000,90000,Petrol,Individual,Manual,Second Owner
Mahindra,2013,580000,25000,Diesel,Individual,Manual,Third Owner
Maruti,2012,160000,70000,CNG,Individual,Manual,Second Owner
Hyundai,2018,450000,6000,Petrol,Individual,Manual,First Owner
Maruti,2010,160000,36000,Petrol,Individual,Manual,First Owner
Maruti,2016,760000,49000,Diesel,Individual,Manual,First Owner
Hyundai,2015,300000,22000,Petrol,Individual,Manual,First Owner
Maruti,1998,50000,35000,LPG,Individual,Manual,Second Owner
Mahindra,2019,800000,24000,Diesel,Individual,Manual,First Owner
Maruti,2018,680000,20000,Diesel,Individual,Manual,First Owner
Maruti,2009,85000,50000,LPG,Individual,Manual,Second Owner
Toyota,2016,1300000,70000,Diesel,Individual,Manual,First Owner
Maruti,2016,500000,60000,Petrol,Individual,Manual,First Owner
Audi,2015,3500000,35000,Diesel,Individual,Automatic,First Owner
Hyundai,2008,145000,60000,Petrol,Individual,Manual,First Owner
Mahindra,2013,300000,60000,Diesel,Individual,Manual,First Owner
Maruti,2017,600000,60000,Diesel,Individual,Manual,Second Owner
Maruti,2015,400000,70000,Petrol,Individual,Manual,Second Owner
Hyundai,2007,130000,135000,Petrol,Individual,Manual,Second Owner
Maruti,2001,45000,72539,Petrol,Individual,Manual,Second Owner
Maruti,2017,641000,25000,Petrol,Individual,Manual,First Owner
Maruti,2015,650000,50000,Diesel,Individual,Manual,First Owner
Ford,2020,784000,101,Diesel,Dealer,Manual,Test Drive Car
Ford,2020,635000,101,Petrol,Dealer,Manual,Test Drive Car
Ford,2020,1000000,101,Diesel,Dealer,Manual,Test Drive Car
Ford,2015,495000,52328,Diesel,Dealer,Manual,First Owner
Hyundai,2013,324000,30000,Petrol,Individual,Manual,First Owner
Ford,2016,2100000,91505,Diesel,Dealer,Automatic,First Owner
Maruti,2018,200000,35000,Petrol,Individual,Manual,First Owner
Maruti,2015,320000,60000,Diesel,Individual,Manual,First Owner
Hyundai,2015,300000,20500,Petrol,Individual,Manual,First Owner
Tata,2013,180000,200000,Diesel,Individual,Manual,First Owner
Toyota,2008,500000,154000,Diesel,Individual,Manual,Third Owner
Toyota,2011,305000,120000,Petrol,Individual,Manual,Second Owner
Maruti,2009,125000,50000,Petrol,Individual,Manual,Fourth & Above Owner
Maruti,2015,800000,135000,Diesel,Individual,Manual,First Owner
Mahindra,2009,420000,100000,Diesel,Individual,Manual,First Owner
Maruti,2017,875000,40000,Diesel,Individual,Manual,First Owner
Maruti,2014,580000,70000,Diesel,Individual,Manual,First Owner
Maruti,2011,350000,133000,Diesel,Individual,Manual,Second Owner
Hyundai,2004,120000,110000,Petrol,Individual,Manual,Second Owner
Tata,2013,150000,180000,Diesel,Individual,Manual,Third Owner
Renault,2013,650000,120000,Diesel,Individual,Manual,First Owner
